city_longitude,city_latitude,Haunting_Occurred
"-83.35270969999999",42.36837,2025-01-01T00:00:00Z
"-85.34196089999999",42.9336426,2008-05-07T00:00:00Z
"-85.513329",46.5827512,1848-01-01T00:00:00Z
"-83.442433",41.8069907,2005-01-01T00:00:00Z
"-82.92864279999999",42.6651965,1929-03-07T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,1895-03-07T00:00:00Z
"-84.6189339",45.8491796,1800-01-01T00:00:00Z
"-84.6189339",45.8491796,2008-05-07T00:00:00Z
"-84.6189339",45.8491796,1000-03-07T00:00:00Z
"-84.6189339",45.8491796,1822-03-07T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,1925-01-01T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-84.6189339",45.8491796,2025-01-01T00:00:00Z
"-83.1052028",42.4858692,2025-01-01T00:00:00Z
"-83.1052028",42.4858692,2025-01-01T00:00:00Z
"-84.037723",42.1503177,2025-01-01T00:00:00Z
"-86.324253",44.2444473,1902-03-07T00:00:00Z
"-82.0371761",45.7026471,1812-03-07T00:00:00Z
"-82.492132",42.7194778,2025-01-01T00:00:00Z
"-82.492132",42.7194778,2003-03-07T00:00:00Z
"-85.81555759999999",42.0258779,2025-01-01T00:00:00Z
"-87.39559539999999",46.5475825,2025-01-01T00:00:00Z
"-87.39559539999999",46.5475825,2025-01-01T00:00:00Z
"-87.39559539999999",46.5475825,1930-03-07T00:00:00Z
"-87.39559539999999",46.5475825,1899-03-07T00:00:00Z
"-87.39559539999999",46.5475825,1899-03-07T00:00:00Z
"-87.39559539999999",46.5475825,1899-03-07T00:00:00Z
"-87.39559539999999",46.5475825,1899-03-07T00:00:00Z
"-87.39559539999999",46.5475825,1899-03-07T00:00:00Z
"-87.39559539999999",46.5475825,2025-01-01T00:00:00Z
"-87.39559539999999",46.5475825,1800-01-01T00:00:00Z
"-84.2978241",42.5558494,2025-01-01T00:00:00Z
"-80.44647959999999",41.6532364,1950-01-01T00:00:00Z
"-82.7688134",42.8964179,2025-01-01T00:00:00Z
"-83.2891092",42.9414173,2025-01-01T00:00:00Z
"-83.2891092",42.9414173,1897-03-07T00:00:00Z
"-84.3271772",42.2330917,2025-01-01T00:00:00Z
"-85.4619599",42.7130889,2005-01-01T00:00:00Z
"-84.2472116",43.6155825,2020-01-01T00:00:00Z
"-84.2472116",43.6155825,2025-01-01T00:00:00Z
"-84.2472116",43.6155825,1998-01-01T00:00:00Z
"-84.2472116",43.6155825,1980-01-01T00:00:00Z
"-84.2472116",43.6155825,2025-01-01T00:00:00Z
"-83.6824384",42.0853204,2025-01-01T00:00:00Z
"-83.6824384",42.0853204,2025-01-01T00:00:00Z
"-83.6824384",42.0853204,1910-03-07T00:00:00Z
"-83.5296774",43.2814132,2025-01-01T00:00:00Z
"-83.5296774",43.2814132,2025-01-01T00:00:00Z
"-83.5296774",43.2814132,2025-01-01T00:00:00Z
"-83.3977101",41.9164343,2025-01-01T00:00:00Z
"-86.357013",43.4166772,1875-03-07T00:00:00Z
"-82.8779754",42.5972563,2025-01-01T00:00:00Z
"-82.8779754",42.5972563,2025-01-01T00:00:00Z
"-83.6949583",43.1186374,2008-06-07T00:00:00Z
"-84.7675139",43.59780749999999,1892-03-07T00:00:00Z
"-84.7675139",43.59780749999999,1892-03-07T00:00:00Z
"-84.7675139",43.59780749999999,1892-03-07T00:00:00Z
"-84.7675139",43.59780749999999,1892-03-07T00:00:00Z
"-84.7675139",43.59780749999999,2003-12-07T00:00:00Z
"-84.7675139",43.59780749999999,2025-01-01T00:00:00Z
"-84.7675139",43.59780749999999,2025-01-01T00:00:00Z
"-86.24839209999999",43.2341813,1982-03-07T00:00:00Z
"-86.24839209999999",43.2341813,2004-09-07T00:00:00Z
"-86.24839209999999",43.2341813,1890-03-07T00:00:00Z
"-86.24839209999999",43.2341813,2025-01-01T00:00:00Z
"-85.0930536",42.6028137,2025-01-01T00:00:00Z
"-85.0930536",42.6028137,1759-03-07T00:00:00Z
"-82.7368616",42.6811436,2005-10-07T00:00:00Z
"-85.50955859999999",46.3549984,2025-01-01T00:00:00Z
"-83.969967",43.1166949,2025-01-01T00:00:00Z
"-86.2541768",41.8297694,1800-01-01T00:00:00Z
"-86.2541768",41.8297694,2025-01-01T00:00:00Z
"-86.2541768",41.8297694,2025-01-01T00:00:00Z
"-86.2541768",41.8297694,1800-01-01T00:00:00Z
"-82.5300263",43.06006379999999,1995-03-07T00:00:00Z
"-83.4832692",42.4311464,2025-01-01T00:00:00Z
"-83.4832692",42.4311464,2025-01-01T00:00:00Z
"-83.4754913",42.48059,1800-01-01T00:00:00Z
"-83.4754913",42.48059,2003-11-07T00:00:00Z
"-83.4754913",42.48059,1986-01-01T00:00:00Z
"-86.06693349999999",43.0798819,2025-01-01T00:00:00Z
"-86.06693349999999",43.0798819,1996-03-07T00:00:00Z
"-83.1434573",42.7561109,2025-01-01T00:00:00Z
"-83.1434573",42.7561109,1542-03-07T00:00:00Z
"-83.1434573",42.7561109,1714-01-01T00:00:00Z
"-83.1434573",42.7561109,2020-03-07T00:00:00Z
"-83.33618799999999",42.59219239999999,1922-03-07T00:00:00Z
"-85.35496499999999",43.92572790000001,2022-03-07T00:00:00Z
"-84.92415419999999",42.4414273,1844-03-07T00:00:00Z
"-84.92415419999999",42.4414273,1844-03-07T00:00:00Z
"-84.92415419999999",42.4414273,1844-03-07T00:00:00Z
"-83.8544333",44.0475198,2025-01-01T00:00:00Z
"-83.4430002",42.8522506,2025-01-01T00:00:00Z
"-83.4424736",44.9022343,2025-01-01T00:00:00Z
"-85.696406",42.4605904,2008-04-07T00:00:00Z
"-84.1766358",42.9978049,1911-03-07T00:00:00Z
"-84.1766358",42.9978049,2025-01-01T00:00:00Z
"-84.1766358",42.9978049,1900-03-07T00:00:00Z
"-84.1766358",42.9978049,2025-01-01T00:00:00Z
"-83.26466239999999",42.8247524,2025-01-01T00:00:00Z
"-89.17971999999999",46.40139,2010-03-07T00:00:00Z
"-89.17971999999999",46.40139,2025-01-01T00:00:00Z
"-88.63599590000001",46.8144711,1914-03-07T00:00:00Z
"-84.9553296",45.3733428,1990-01-01T00:00:00Z
"-84.9553296",45.3733428,1902-03-07T00:00:00Z
"-84.9553296",45.3733428,2025-01-01T00:00:00Z
"-83.9463358",42.4567013,2025-01-01T00:00:00Z
"-83.9463358",42.4567013,2025-01-01T00:00:00Z
"-83.7141267",43.1778035,2025-01-01T00:00:00Z
"-84.41726659999999",41.8437355,2025-01-01T00:00:00Z
"-85.6489035",42.4400357,1938-03-07T00:00:00Z
"-85.6489035",42.4400357,2025-01-01T00:00:00Z
"-85.6489035",42.4400357,2025-01-01T00:00:00Z
"-83.4702132",42.3714253,2007-03-07T00:00:00Z
"-83.4702132",42.3714253,2025-01-01T00:00:00Z
"-83.4702132",42.3714253,1959-03-07T00:00:00Z
"-83.4702132",42.3714253,2019-03-07T00:00:00Z
"-83.29104679999999",42.6389216,2025-01-01T00:00:00Z
"-83.29104679999999",42.6389216,2025-01-01T00:00:00Z
"-83.29104679999999",42.6389216,2025-01-01T00:00:00Z
"-83.29104679999999",42.6389216,2025-01-01T00:00:00Z
"-82.42491419999999",42.9708634,2025-01-01T00:00:00Z
"-82.42491419999999",42.9708634,2025-01-01T00:00:00Z
"-82.42491419999999",42.9708634,1987-03-07T00:00:00Z
"-84.9100792",42.8672048,2025-01-01T00:00:00Z
"-83.46583319999999",45.2819607,2025-01-01T00:00:00Z
"-83.46583319999999",45.2819607,2025-01-01T00:00:00Z
"-83.2973732",42.3944486,1900-01-01T00:00:00Z
"-83.2973732",42.3944486,2025-01-01T00:00:00Z
"-83.2973732",42.3944486,2025-01-01T00:00:00Z
"-85.5100498",43.8750174,2025-01-01T00:00:00Z
"-85.45500539999999",42.3761504,2025-01-01T00:00:00Z
"-84.41726659999999",44.3197591,2025-01-01T00:00:00Z
"-83.1793697",42.1742073,2025-01-01T00:00:00Z
"-83.1793697",42.1742073,2025-01-01T00:00:00Z
"-82.51574149999999",42.6597561,2025-01-01T00:00:00Z
"-83.1338214",42.680588,1800-01-01T00:00:00Z
"-83.1338214",42.680588,2025-01-01T00:00:00Z
"-83.1499322",42.65836609999999,2025-01-01T00:00:00Z
